Date,rstar,g,z,output gap,real rate gap,,,All results are output from the Stage 3 model.,,,,,,,,,,,,,,,Standard Errors,Date,y*,r*,g,,,rstar (smoothed),g (smoothed),z (smoothed),output gap (smoothed)
1981-04-01,3.25399342488222,3.25139426926094,-0.198546261405151,-0.942124929295346,9.6004575289437,,,,,,,,,,,,,,,,,,,1981-04-01,1.80446093296641,1.19408298449021,0.401906425874474,,,2.95985434724913,3.33026203093688,-0.576432204107533,-1.73072870678402
1981-07-01,3.51276948472659,3.50566441626279,-0.209770607805444,-1.71136078824236,9.33912621116209,,,,,,,,,,,,,,,,,,,1981-07-01,1.83264463169892,1.1928294891047,0.403073091159217,,,2.94443492211624,3.31765127988257,-0.578460722176178,-2.23947665499577
1981-10-01,3.21667048240878,3.29817120229654,-0.285539961816211,-2.9222110003775,4.77148140239522,,,,,,,,,,,,,,,,,,,1981-10-01,1.83319444930989,1.19410014591276,0.403903699105225,,,2.94524326997389,3.31652520993489,-0.576456640777186,-3.75660576359348
1982-01-01,2.80913986865339,3.05867183143992,-0.438754730046275,-4.56811213278945,6.74501007569778,,,,,,,,,,,,,,,,,,,1982-01-01,1.85605538686675,1.19789109957241,0.404362203215762,,,2.96321308805186,3.3300162430145,-0.572812469870552,-5.41050736444845
1982-04-01,2.88100899255451,3.17917172907138,-0.494840152506807,-5.52444868401562,7.21472459251067,,,,,,,,,,,,,,,,,,,1982-04-01,1.8760823588069,1.20110737260037,0.404690877828545,,,2.97610784955094,3.33784306265134,-0.568228729175394,-6.17515051422652
1982-07-01,2.852780408689,3.04160083983153,-0.376987112476739,-5.8548512460884,2.20001112175064,,,,,,,,,,,,,,,,,,,1982-07-01,1.90407838679064,1.20584659163887,0.404865028522046,,,2.99840607080445,3.35275481651645,-0.561764767857138,-7.10238938113355
1982-10-01,2.76114809491342,2.98729674535612,-0.410955843869585,-6.40419896612354,0.697404784349733,,,,,,,,,,,,,,,,,,,1982-10-01,1.93203043809732,1.21129614781553,0.404940119319675,,,3.02486243282852,3.37172204822152,-0.555449033138676,-7.65662746807243
1983-01-01,2.86978629694868,3.0911777547162,-0.412625183081487,-6.30408191283561,0.186288831914055,,,,,,,,,,,,,,,,,,,1983-01-01,1.93079613037619,1.21563474202444,0.404862309082861,,,3.04401300733338,3.38583616981709,-0.551285741291736,-7.33422767566481
1983-04-01,2.89497623393019,3.31017375860728,-0.619979297038514,-6.21166708504893,1.25336481384406,,,,,,,,,,,,,,,,,,,1983-04-01,1.91827582123942,1.21796236572729,0.404445183785574,,,3.0505072042728,3.39005560916169,-0.549272016600443,-6.36626076940513
1983-07-01,3.2227559185619,3.36165276040313,-0.346863329566834,-4.73915052382767,0.0111592077530185,,,,,,,,,,,,,,,,,,,1983-07-01,1.91473698326216,1.21905721915112,0.403642567880076,,,3.05006973497001,3.38939195535314,-0.549004775578294,-5.40592520401174
1983-10-01,3.15655152402707,3.50087848063021,-0.560906554040058,-4.55807007077453,0.87013950174049,,,,,,,,,,,,,,,,,,,1983-10-01,1.91857162760313,1.21871481003364,0.402453325729332,,,3.04125244321847,3.3825589757915,-0.55056636987869,-4.42909072661325
1984-01-01,3.29176469178125,3.5785755918534,-0.508197179364444,-3.7353357465081,1.50426726559393,,,,,,,,,,,,,,,,,,,1984-01-01,1.92575581495736,1.21723407339674,0.400987401560053,,,3.02559151941243,3.37057595414575,-0.553502950105511,-3.54923820385227
1984-04-01,3.4341896381031,3.63205827696141,-0.422563590095273,-2.98280214368617,1.27571522826369,,,,,,,,,,,,,,,,,,,1984-04-01,1.9346551637968,1.21502527687598,0.399405240312078,,,3.00498148600389,3.35423626294245,-0.556762447814813,-2.91029985162504
1984-07-01,3.3322816961013,3.58635999024512,-0.475946150240147,-2.83552111191341,3.3769623800999,,,,,,,,,,,,,,,,,,,1984-07-01,1.93438436694475,1.2132360189932,0.397874577702711,,,2.98675576373007,3.33997705988948,-0.559846830602186,-2.68028065076783
1984-10-01,3.23328280797573,3.57124061576097,-0.558890313495254,-3.01201867557052,2.30730946163566,,,,,,,,,,,,,,,,,,,1984-10-01,1.93607803265588,1.21156662245309,0.396424411888096,,,2.96891312287001,3.32644715036765,-0.563322542782559,-2.63080500343767
1985-01-01,3.5382828381499,3.55727513011541,-0.239060831880695,-2.24779819365642,-0.100457026495017,,,,,,,,,,,,,,,,,,,1985-01-01,1.93893703875925,1.20950144989019,0.39506681785721,,,2.94790702812061,3.3104628798453,-0.567355510385699,-2.60462053249364
1985-04-01,3.4162018719076,3.56116967342346,-0.365277274850048,-2.52607653211032,0.340777425197398,,,,,,,,,,,,,,,,,,,1985-04-01,1.93629169226314,1.2072979176609,0.393819662798686,,,2.92578015043414,3.29433765620112,-0.572359587829796,-2.50204650421006
1985-07-01,3.57805815889589,3.642613351694,-0.289903126950406,-2.11229707600455,0.483350401062173,,,,,,,,,,,,,,,,,,,1985-07-01,1.93775521785662,1.20420971602969,0.392690796916457,,,2.89678228002374,3.27213654227219,-0.577782886665138,-2.13463005613573
1985-10-01,3.3587496266509,3.58427350328195,-0.447262653552226,-2.33277462491742,1.49789917186281,,,,,,,,,,,,,,,,,,,1985-10-01,1.92885491460857,1.20174514565868,0.391716183898495,,,2.87151448420723,3.25318740522541,-0.582929269248733,-2.04150268722253
1986-01-01,3.41971481558682,3.5690294559921,-0.370110354137146,-2.08142873394638,0.840491820187202,,,,,,,,,,,,,,,,,,,1986-01-01,1.92437179095739,1.19935238581057,0.390889735773854,,,2.845770505627,3.23345374410874,-0.587718776448737,-1.99343556221845
1986-04-01,3.20668302217635,3.49426948078993,-0.503757194522529,-2.45475683452696,0.608777762873173,,,,,,,,,,,,,,,,,,,1986-04-01,1.91542221685274,1.19768913482145,0.390191852267066,,,2.82461829807205,3.21785485521605,-0.592307079873964,-2.12618684384199
1986-07-01,3.22104825663396,3.51032803241231,-0.506443963663706,-2.45232256705265,0.390239003311784,,,,,,,,,,,,,,,,,,,1986-07-01,1.91186710901997,1.19594250209066,0.389620211462423,,,2.80184186677577,3.20052061433258,-0.596676898614008,-2.09277159319879
1986-10-01,3.18300378805593,3.41964634193554,-0.448196777258348,-2.28163212664322,0.334615625029783,,,,,,,,,,,,,,,,,,,1986-10-01,1.90327384579243,1.19487974857615,0.389155489653274,,,2.78341900426302,3.18690498533151,-0.600641809987342,-2.16862919416997
1987-01-01,3.03885720049228,3.40315090486458,-0.574827448137084,-2.56968651971113,0.521740714055821,,,,,,,,,,,,,,,,,,,1987-01-01,1.89781233319694,1.19396899970343,0.388759353553087,,,2.76578271456853,3.174435599476,-0.605037303283566,-2.13259460230699
1987-04-01,3.15334170131549,3.41513302011634,-0.473066328425624,-2.2044494154253,0.498314723010354,,,,,,,,,,,,,,,,,,,1987-04-01,1.89472692774188,1.19271459354958,0.388402953082906,,,2.74529036226422,3.15988312979455,-0.610076906721422,-1.93332395464961
1987-07-01,3.1342924270564,3.38760894065465,-0.462888763734918,-2.0536780621361,0.400311067857024,,,,,,,,,,,,,,,,,,,1987-07-01,1.89148628921698,1.19132644938836,0.38803650718748,,,2.72419657340099,3.1460518162211,-0.616483716685394,-1.73125462279927
1987-10-01,3.33563307893386,3.51694029826115,-0.398880470790158,-1.64601405994972,0.0978617205353376,,,,,,,,,,,,,,,,,,,1987-10-01,1.89820003677552,1.18874573793791,0.387701569998512,,,2.69341988176052,3.1237285985303,-0.623556179118179,-1.26416501338088
1988-01-01,3.19873038332514,3.39995792314498,-0.411563751822451,-1.51765429140414,-0.160918614956049,,,,,,,,,,,,,,,,,,,1988-01-01,1.8902152445542,1.18689047978761,0.387385870052709,,,2.66822731666229,3.10688999492049,-0.630868431215259,-1.19712936160295
1988-04-01,3.39689766200268,3.45472992338736,-0.271556907984192,-1.03577699833932,-0.319425956580943,,,,,,,,,,,,,,,,,,,1988-04-01,1.89135471277471,1.18438496583194,0.38714085887065,,,2.63721199071235,3.08503399625715,-0.638675651189848,-0.92707607457919
1988-07-01,3.35925972800789,3.36063863566096,-0.209282657203211,-0.780831741695579,0.364645519147506,,,,,,,,,,,,,,,,,,,1988-07-01,1.88301959479265,1.18225737583189,0.386910925283885,,,2.6093280248095,3.06683530909433,-0.647235079843569,-0.854763800198725
1988-10-01,3.45264553609205,3.44417488918935,-0.204601019289124,-0.657125743667507,1.04757071537522,,,,,,,,,,,,,,,,,,,1988-10-01,1.8858943281986,1.17923411244503,0.386763602714226,,,2.57394563228541,3.04291197764606,-0.657214139393171,-0.538644961636123
1989-01-01,3.48049865846794,3.45363849429388,-0.186796961865965,-0.514768006746522,2.22205945338821,,,,,,,,,,,,,,,,,,,1989-01-01,1.88858607901788,1.17589925252659,0.386723123179712,,,2.5356338014049,3.01702892873667,-0.66804168317672,-0.347512012874972
1989-04-01,3.37952777568696,3.45508136470639,-0.289299977310292,-0.819208930296554,3.0520065254565,,,,,,,,,,,,,,,,,,,1989-04-01,1.89140444216868,1.1724163389787,0.386822272213504,,,2.49563805907284,2.99041265008379,-0.679774547881436,-0.326429542820165
1989-07-01,3.29867995916599,3.48046761271678,-0.397104545760872,-1.26160289055406,3.03408636495593,,,,,,,,,,,,,,,,,,,1989-07-01,1.89848992667985,1.1687429235707,0.387149557517637,,,2.45284590271413,2.96173395730399,-0.6921138225613,-0.416755045448781
1989-10-01,3.25761310648088,3.39574564560336,-0.348208161281908,-1.46837074645737,2.45312663239135,,,,,,,,,,,,,,,,,,,1989-10-01,1.90066001510697,1.16533981229418,0.387652546598762,,,2.41198506326964,2.93600122504663,-0.705649990803939,-0.713964570447502
1990-01-01,3.48567903242966,3.4855136532585,-0.215463683094298,-1.37549926542226,0.967384361600563,,,,,,,,,,,,,,,,,,,1990-01-01,1.91834475307498,1.161298658496,0.388652029019864,,,2.36258439151051,2.9029257745869,-0.719929020615895,-0.738427989835373
1990-04-01,3.44304265584875,3.40062368256976,-0.167958425502601,-1.42020976612673,0.894916799647348,,,,,,,,,,,,,,,,,,,1990-04-01,1.91874003057886,1.15796687950086,0.389890684178661,,,2.31735577718955,2.87249548827279,-0.73284479851532,-1.03552082978877
1990-07-01,3.32580918842948,3.27581670939576,-0.152663816557087,-1.62415044523698,1.26180652378904,,,,,,,,,,,,,,,,,,,1990-07-01,1.90558188430491,1.15574602290023,0.391053015825271,,,2.28070342337413,2.84727569532797,-0.742717153102368,-1.57919314005505
1990-10-01,2.88319258614791,3.00699336091217,-0.309826486654903,-2.4670586455569,1.66944967528556,,,,,,,,,,,,,,,,,,,1990-10-01,1.89245125417387,1.15529722293125,0.391546852503611,,,2.26274095778939,2.83687353480163,-0.749633935184549,-2.5365280947251
1991-01-01,2.65027094894962,2.86151270197993,-0.38826739744625,-3.19320108219983,0.616323936957127,,,,,,,,,,,,,,,,,,,1991-01-01,1.90522819261973,1.1556211170036,0.391621617241191,,,2.25396428985897,2.83465467676239,-0.75605447684903,-3.27308334056727
1991-04-01,2.73110023710811,2.91773510447201,-0.367138674579838,-3.34039197491745,-0.0265595162654648,,,,,,,,,,,,,,,,,,,1991-04-01,1.90487995442093,1.15571014862344,0.391846692029699,,,2.24166663498791,2.82901142566135,-0.762359764516195,-3.41044026559439
1991-07-01,2.75794288750481,2.8426346437803,-0.260549521752498,-3.03461194146576,-0.335801439697498,,,,,,,,,,,,,,,,,,,1991-07-01,1.9137549149901,1.15621959587793,0.391967054612691,,,2.23386040348778,2.82653070637146,-0.767531808621754,-3.502743207923
1991-10-01,2.62499394267776,2.74865994679312,-0.29371008535416,-3.0446488912371,-1.05739456634566,,,,,,,,,,,,,,,,,,,1991-10-01,1.93306787247044,1.15717411775579,0.39189109177332,,,2.23195300940539,2.82942206383508,-0.772509432139186,-3.56312580361498
1992-01-01,2.67346575159551,2.80915677396194,-0.309477700940993,-2.83810355621858,-1.91577491937162,,,,,,,,,,,,,,,,,,,1992-01-01,1.93317301680534,1.15783429622363,0.391963083908732,,,2.22640062528391,2.8291636788862,-0.77778744649296,-3.24339758243218
1992-04-01,2.66333687107366,2.80114763695336,-0.311101964340127,-2.4296118046941,-2.03361043843441,,,,,,,,,,,,,,,,,,,1992-04-01,1.93717047210245,1.15857119601568,0.392019489456235,,,2.22175597468837,2.82933454567031,-0.782613534436412,-2.87612114972114
1992-07-01,2.53677086456119,2.77897116668625,-0.41411956750367,-2.24069889265888,-2.306080142393,,,,,,,,,,,,,,,,,,,1992-07-01,1.94245147281513,1.1595384284644,0.391929460145181,,,2.22004533690724,2.831446928126,-0.786567235856371,-2.5433628134042
1992-10-01,2.5620021824416,2.75269270750758,-0.360984090454804,-1.6831618242287,-2.57556217041152,,,,,,,,,,,,,,,,,,,1992-10-01,1.94276383038202,1.16083996779091,0.391610563376578,,,2.22175901799235,2.83473840645115,-0.7883486582878,-2.28364597003747
1993-01-01,2.39037591597054,2.56901639069377,-0.337571022808163,-1.35049325336786,-2.41287669024445,,,,,,,,,,,,,,,,,,,1993-01-01,1.97068430501851,1.16323121515496,0.390752790907556,,,2.23691103811872,2.84831675023942,-0.787614997462315,-2.39048672249533
1993-04-01,2.36053424837579,2.50437265037927,-0.298769806635824,-1.05500037977538,-2.53771107329344,,,,,,,,,,,,,,,,,,,1993-04-01,1.98732141849883,1.16618025253743,0.389688736939449,,,2.25807208602376,2.86591785671137,-0.785143937170132,-2.3998703559007
1993-07-01,2.19671426719517,2.43000113405819,-0.383617325431477,-1.03415045631243,-2.19402033086035,,,,,,,,,,,,,,,,,,,1993-07-01,2.01045737861726,1.16972563046672,0.388599885095276,,,2.28586261120634,2.88916043203359,-0.78203387429572,-2.35469595154427
1993-10-01,2.25820833571448,2.51960779810684,-0.417273379648311,-0.748377684742081,-2.13451623832247,,,,,,,,,,,,,,,,,,,1993-10-01,1.98570326716987,1.17304059571523,0.387776882718692,,,2.30999931418059,2.90877471117899,-0.778724875241487,-1.94847256406763
1994-01-01,2.19815726574833,2.50754783926189,-0.464518409165658,-0.446731697009454,-1.46525007299103,,,,,,,,,,,,,,,,,,,1994-01-01,1.97891828520634,1.17662389641278,0.387138336096605,,,2.33666528364608,2.93038500296425,-0.775006104375136,-1.62059527241217
1994-04-01,2.35883157056831,2.56929608449212,-0.369412365085837,0.175633171782806,-0.954073537180941,,,,,,,,,,,,,,,,,,,1994-04-01,1.95010978552254,1.18008732981208,0.386716634881922,,,2.36094960240464,2.94896239157841,-0.770448452438983,-1.23581964159177
1994-07-01,2.22821084777187,2.50747313614277,-0.434385502562541,0.26913550755205,-0.158760518487422,,,,,,,,,,,,,,,,,,,1994-07-01,1.95356085420214,1.18419913007015,0.386517832728222,,,2.39122541556295,2.97236547664361,-0.765023541163919,-1.16622755575247
1994-10-01,2.2607261712196,2.59253725949128,-0.492196739789568,0.299456462356147,0.631661675065522,,,,,,,,,,,,,,,,,,,1994-10-01,1.92225294143385,1.18824685123012,0.386580407702387,,,2.41912558015486,2.99252285899781,-0.758527782431819,-1.0260203953344
1995-01-01,2.17801012268213,2.52289753585864,-0.500964847944402,0.296620008161199,1.48826233559173,,,,,,,,,,,,,,,,,,,1995-01-01,1.92507425585924,1.19318499059602,0.387015148349842,,,2.45402376347248,3.01763295939868,-0.750293119739879,-1.24410193633014
1995-04-01,2.13019663797421,2.48891559807341,-0.51269412412379,0.0921522547157565,1.69452069891085,,,,,,,,,,,,,,,,,,,1995-04-01,1.92795443068003,1.19875049613807,0.387933961072575,,,2.49293725679428,3.04598749861214,-0.74148830097853,-1.54924255593698
1995-07-01,2.17331932967933,2.57864716469413,-0.564854184744249,-0.174679439701663,1.55248906526163,,,,,,,,,,,,,,,,,,,1995-07-01,1.89797852550947,1.20415637875839,0.389182949245682,,,2.52846526321646,3.071062935756,-0.732587007504901,-1.65937488772499
1995-10-01,2.23155570804604,2.60441492009404,-0.533979667406147,-0.199604522871823,1.53288796770614,,,,,,,,,,,,,,,,,,,1995-10-01,1.87987982083198,1.2096852812267,0.390737928512141,,,2.56366883285368,3.0957360781506,-0.723582968360844,-1.7801489523506
1996-01-01,2.23336516345794,2.65098857758267,-0.581625118873808,-0.397275650726101,1.38126272873184,,,,,,,,,,,,,,,,,,,1996-01-01,1.861495499124,1.21505591980647,0.392480167854162,,,2.59658044338597,3.1193557868017,-0.715752284576633,-1.79416929164233
1996-04-01,2.47767429809823,2.84963316373467,-0.54824959005298,-0.221199716835258,1.04952695169969,,,,,,,,,,,,,,,,,,,1996-04-01,1.81231794286432,1.21913379265398,0.393888477327579,,,2.61776174894402,3.13275577731444,-0.708799951333172,-1.45500399041418
1996-07-01,2.49308054678434,2.86427767455352,-0.548393825436531,-0.105452768268378,1.13573062849893,,,,,,,,,,,,,,,,,,,1996-07-01,1.79884993054525,1.22329320992376,0.395341245369031,,,2.63880930557282,3.14594997860472,-0.701762846778492,-1.36244729869657
1996-10-01,2.62937723073653,2.91841444778283,-0.469583051399599,0.116659890529604,0.776224247513231,,,,,,,,,,,,,,,,,,,1996-10-01,1.78586247221349,1.22722581745097,0.396779553733766,,,2.65673276849743,3.15617298241462,-0.69469482722488,-1.28970900242541
1997-01-01,2.54524114834969,2.91384849354503,-0.548870709723945,-0.0941946777153362,1.10646125736979,,,,,,,,,,,,,,,,,,,1997-01-01,1.78330949945028,1.23130822900433,0.398350170832295,,,2.67490273433234,3.16762583936248,-0.688686241972969,-1.29692575998104
1997-04-01,2.82657783238585,3.09206093589521,-0.456771466259402,0.210552953245497,0.861666485065719,,,,,,,,,,,,,,,,,,,1997-04-01,1.76566750035282,1.23394308623881,0.399338410401436,,,2.68078344188874,3.16896848567149,-0.684231242676646,-0.923260601205357
1997-07-01,2.79798346965144,3.17439757902582,-0.572796175639759,0.103639264155959,1.60272285838283,,,,,,,,,,,,,,,,,,,1997-07-01,1.76175287443125,1.23610073777108,0.40005154313979,,,2.68210394868118,3.16638871535942,-0.680171369739626,-0.676384942359391
1997-10-01,2.80969078977684,3.18274587989835,-0.569953618655499,0.128618080269348,1.57436535693072,,,,,,,,,,,,,,,,,,,1997-10-01,1.76037318555066,1.2382344568575,0.400749637540403,,,2.68218311729283,3.16308834970131,-0.676587660469336,-0.629155105045925
1998-01-01,2.87376037809453,3.24193613856057,-0.568736056314772,0.0727453065221653,1.76472819035357,,,,,,,,,,,,,,,,,,,1998-01-01,1.76095990763453,1.23989067733601,0.401242625603255,,,2.67750638233751,3.15618296559681,-0.673931814170137,-0.57068458593028
1998-04-01,2.95234154327765,3.28071428091841,-0.531332018346487,0.0805951844907895,1.66798145460995,,,,,,,,,,,,,,,,,,,1998-04-01,1.76344858990679,1.24104189288626,0.401469214876981,,,2.66824565615114,3.14640972996639,-0.672814689784382,-0.50635205424021
1998-07-01,3.14265341066416,3.37764250405183,-0.443944776328628,0.242575774959164,1.47297436029695,,,,,,,,,,,,,,,,,,,1998-07-01,1.77429373078647,1.24105381906523,0.401100756498817,,,2.64963714394505,3.13002837690801,-0.674028427052271,-0.275878315961677
1998-10-01,3.32278979564267,3.52844367245345,-0.423938777125647,0.365530287369097,0.581593027774947,,,,,,,,,,,,,,,,,,,1998-10-01,1.80218253744567,1.23968124645632,0.399999307316049,,,2.61927366450194,3.1040600699714,-0.676817086938135,0.0836834820050854
1999-01-01,3.29830846808475,3.53401881050318,-0.454340145065998,0.338740169231414,0.512409026596646,,,,,,,,,,,,,,,,,,,1999-01-01,1.81205186583665,1.23814652104253,0.398764208761518,,,2.58644134357285,3.07648691854607,-0.680370461148284,0.198511704311386
1999-04-01,3.34404418113378,3.52702900642049,-0.401182208196551,0.413675000765579,0.391429396275643,,,,,,,,,,,,,,,,,,,1999-04-01,1.81575359617294,1.23635929683626,0.39742865211435,,,2.55029720289166,3.04742215853631,-0.685651769119573,0.284230928347256
1999-07-01,3.4288280933197,3.62340907836867,-0.418740859173229,0.392078357304172,0.693197407624127,,,,,,,,,,,,,,,,,,,1999-07-01,1.84087116220335,1.23356462996015,0.395682241604887,,,2.50421298722492,3.0114370700931,-0.693524701971645,0.604058563206081
1999-10-01,3.61941027579899,3.74929234009495,-0.361829625510638,0.66116959168437,0.41365122939659,,,,,,,,,,,,,,,,,,,1999-10-01,1.88620881074596,1.22976699618276,0.39360369451888,,,2.44680269290887,2.96600022684775,-0.702687231934007,1.01391958265015
2000-01-01,3.51890692034757,3.62654825355443,-0.331995410386658,0.681448415594332,0.787397013023477,,,,,,,,,,,,,,,,,,,2000-01-01,1.86961847788537,1.22654282611582,0.391876068371079,,,2.39209016548736,2.92480535377598,-0.713656391934204,0.994694722486884
2000-04-01,3.64088655202406,3.83706197932273,-0.433552800840817,0.467486974964913,1.30117770151394,,,,,,,,,,,,,,,,,,,2000-04-01,1.93566678580251,1.22217719880151,0.390027742540405,,,2.3217797938318,2.87013275828764,-0.725911883115747,1.37073119242359
2000-07-01,3.50785948238986,3.66798396132447,-0.3870419495478,0.440007495922146,1.49244495497474,,,,,,,,,,,,,,,,,,,2000-07-01,1.90718982377647,1.21894377600084,0.388820298674444,,,2.25830843251869,2.82169708173049,-0.73795112586769,1.10201656752372
2000-10-01,3.51990099727732,3.66309277108421,-0.369806654079084,0.170948906987633,1.48415980441476,,,,,,,,,,,,,,,,,,,2000-10-01,1.91011082823027,1.21600642655105,0.388029606806276,,,2.192572633539,2.77075395815849,-0.749592237673147,0.821545687248545
2001-01-01,3.39946237196307,3.47375035082013,-0.28918931197662,-0.0924858962114286,0.413135280072471,,,,,,,,,,,,,,,,,,,2001-01-01,1.8681548686088,1.21415138302388,0.387711699778732,,,2.13498900620861,2.72715946824447,-0.760884429986086,0.203316283894537
2001-04-01,3.37904361718193,3.50463008571552,-0.342398156608217,-0.570463407374746,-0.828219855162013,,,,,,,,,,,,,,,,,,,2001-04-01,1.87737934336032,1.21245930774624,0.387667636736767,,,2.07411265608355,2.67972355842803,-0.771390278217621,-0.128040416687327
2001-07-01,3.07903436375668,3.29303901566838,-0.417726394412498,-1.05022540915638,-1.12906862629994,,,,,,,,,,,,,,,,,,,2001-07-01,1.83219152823993,1.2119366619314,0.387888677490953,,,2.0249023029191,2.64204557057838,-0.780591719027075,-0.718017535483455
2001-10-01,3.1087197729864,3.20832811656895,-0.298089500748274,-1.01009276340824,-2.44245634229072,,,,,,,,,,,,,,,,,,,2001-10-01,1.81640371309951,1.21181409394099,0.388208869383336,,,1.97764882977245,2.60629764560284,-0.789885744792251,-0.986629996583588
2002-01-01,3.07192979277905,3.20793523680564,-0.334462295938227,-1.042970346723,-2.82285041854189,,,,,,,,,,,,,,,,,,,2002-01-01,1.81985970151721,1.21188237867682,0.388612855253935,,,1.92882309995195,2.56879252134055,-0.798886119939866,-0.925606605630378
2002-04-01,3.09050762980563,3.10831545335277,-0.210101761574065,-0.57113090289215,-3.02117702644658,,,,,,,,,,,,,,,,,,,2002-04-01,1.80971402145848,1.21249422304334,0.389033839473067,,,1.88424733462872,2.53398602775683,-0.806502110321487,-0.888893014486598
2002-07-01,2.95712478595764,2.98682256628875,-0.214475638974716,-0.414400389085586,-2.91901015996366,,,,,,,,,,,,,,,,,,,2002-07-01,1.79040633960176,1.21375494067843,0.389369000230496,,,1.84675588923127,2.50402797830044,-0.812182170784852,-0.959358197566644
2002-10-01,2.70015663298868,2.83632140360078,-0.311631971542486,-0.548032113308977,-3.04531100308109,,,,,,,,,,,,,,,,,,,2002-10-01,1.76847494333508,1.21569545033428,0.389553084767483,,,1.81842696317992,2.4814057747871,-0.816489385240202,-1.12485761864832
